Produto,Descricao,Localizacao,Familia,Estoque,Venda,Un
12002060004,PINO TRAVA PORTA CORCEL II/DEL REY/PAMPA H23,H23,FECHA,10,"2,31",PC
13009000005,PINO TRAVA PORTA CORSA/CEVTRA/ ASTRA H23,G-10,FECHA,0,"6,92",PC
12002080005,PINO TRAVA PORTA ESCORT,H-179,FECHA,2,"1,54",PC
60767,PINO TRAVA PORTA FIAT UNO C/VARAO,M3-34,FECHA,4,"18,12",PC
23032,PINO TRAVA PORTA GOL 95/ C/VARAO 2 PTAS,M3-37,FECHA,11,"29,36",PC
23031,PINO TRAVA PORTA GOL 95/ C/VARAO 2 PTAS ESQ,M3-37,FECHA,11,"29,36",PC
21351,PINO TRAVA PORTA GOL 95/ C/VARAO 4PTA TRAS ESQ,M3-39,FECHA,4,"19,12",PC
21096,PINO TRAVA PORTA GOL 95/ C/VARAO DIANT DIR F.MAGNA,M4-34,FECHA,3,"20,90",PC
20780,PINO TRAVA PORTA GOL 95/ C/VARAO DIANT DIR F.VALEO,M3-33,FECHA,6,"27,98",PC
21095,PINO TRAVA PORTA GOL 95/ C/VARAO DIANT ESQ F.MAGNA,M3-38,FECHA,6,"20,90",PC
22179,PINO TRAVA PORTA GOL 95/ C/VARAO DIANT ESQ F.MAGNA,M3-40,FECHA,3,"24,96",PC
20779,PINO TRAVA PORTA GOL 95/ C/VARAO DIANT ESQ F.VALEO,M3-33,FECHA,6,"27,98",PC
22180,PINO TRAVA PORTA GOL 95/ DIANT C/CAPA DIR,M3-40,FECHA,3,"24,66",PC
21535,PINO TRAVA PORTA GOL GIII CROMADO,H-179,FECHA,0,"6,29",PC
22008,PINO TRAVA PORTA GOL GV C/VARAO DIANT DIR,M3-36,FECHA,2,"13,22",PC
22009,PINO TRAVA PORTA GOL GV C/VARAO DIANT ESQ,M3-35,FECHA,1,"13,22",PC
1341900,PINO TRAVA PORTA GOL PARATI SAVEIRO 94/... 2 PTAS,M1-47,FECHA,0,"20,63",PC
6015409,PINO TRAVA PORTA GOL/VOY 87/97,J-15,FECHA,28,"3,81",PC
60119,PINO TRAVA PORTA GOLF/POLO/GOL IV,J-15,FECHA,35,"6,94",PC
1001740003,PINO TRAVA PORTA SEDAM/KOMBI/GOL ATE 90 H23,H23,FECHA,3,"2,31",PC
415636,REFLETOR TRAS. P/CHOQUE GOL G7 18/20 LD,K-18,FECHA,1,"49,73",PC
341291,REMO ACIONADOR DA MACANETA ASTRA/CORSA,J2-30,FECHA,9,"15,25",PC
0498252,REMO ACIONADOR MACANETA CELTA TDS,M2-60,FECHA,0,"17,79",PC
4702,REPARO FECHADURA TAMPA TRAS GOL GV,,FECHA,4,"63,89",PC
3695,REPARO FECHADURA TAMPA TRAS SAVEIRO GV,,FECHA,6,"88,65",PC
6621,REPARO MACANETA INTERNA VECTRA,,FECHA,1,"63,53",PC
735372068,SUPORTE INTERNA MACANETA STRADA/PALIO DIR,J-4,FECHA,3,"90,00",PC
735372065,SUPORTE INTERNA MACANETA STRADA/PALIO ESQ,J-3,FECHA,2,"90,00",PC
6650,SUPORTE INTERNO MACANETA PALIO TRAS DIR,J-2,FECHA,1,"80,00",PC
21338,SUPORTE MAC INT DIR GOL/PAR GIII FERRO,F-20,FECHA,10,"27,94",PC
21226,SUPORTE MAC INT DIR GOL/PAR GIII PLASTICO,F-14,FECHA,0,"8,39",PC
21339,SUPORTE MAC INT ESQ GOL/PAR GIII FERRO,F-20,FECHA,9,"28,04",PC
21225,SUPORTE MAC INT ESQ GOL/PAR GIII PLASTICO,F-14,FECHA,0,"8,39",PC
60545,TRINCO BASCULANTE VIDRO LATERAL DIR,,FECHA,0,"110,41",
60546,TRINCO BASCULANTE VIDRO LATERAL ESQ,,FECHA,0,"109,01",
60852,TRINCO JANELA LATERAL MOVEL UNO,M1-42,FECHA,0,"93,39",PC
40275,TRINCO JANELA MOVEL MONZA 2PTA 87/,M1-42,FECHA,2,"29,24",PC
20678,TRINCO JN MOVEL LATERAL GOL PARAT 95/..,M1-42,FECHA,0,"52,42",PC
50112,TRINCO Q VENTO CAM 1111 - D,,FECHA,5,"13,98",PC
20150,TRINCO Q VENTO K CLIPPER CROM - D,,FECHA,1,"50,82",PC
50113,TRINCO QUEBRA VENTO 1113,FR1,FECHA,5,"13,98",PC
40132,TRINCO QUEBRA VENTO D-10,,FECHA,0,"28,59",PC
1229500,TRINCO QV CORCEL/PAMPA/BELINA/F-1000 92/ LE,F-14,FECHA,1,"33,82",PC
20430,TRINCO QV GOL/VOY /90 C/FIXADOR DIR,F-14,FECHA,2,"36,39",PC
20431,TRINCO QV GOL/VOY /90 C/FIXADOR ESQ,F-14,FECHA,0,"30,75",PC
40188,TRINCO QV MONZA 85/95 DIR,F-14,FECHA,2,"29,06",PC
40187,TRINCO QV MONZA 85/95 ESQ,F-14,FECHA,0,"27,95",PC
40310,TRINCO QV MONZA/CHEVET /85 DIR COMPLETO,,FECHA,4,"38,71",PC
40311,TRINCO QV MONZA/CHEVET /85 ESQ COMPLETO,F-14,FECHA,1,"38,71",PC
490300,TRINCO QV PEGA LADRAO CLII/DREY/VOY FR4,FR4,FECHA,0,"23,06",PC
491500,TRINCO QV PEGA LADRAO MINI UNIVERSAL FR3,FR3,FECHA,0,"15,37",PC
MDFC039,FILTRO AR CLIO 99/,C-15,FILTR,2,"28,75",PC
FAC727,FILTRO AR CON FRONTIER 2.5 2012/ SENTRA 2.0 16V 20,C-8,FILTR,3,"34,30",PC
FAC008,FILTRO AR COND CRUZE 1.4 16/ONIX/TRACKER 2019/EQUI,C-7,FILTR,4,"36,47",PC
DS210395,FILTRO AR COND FC SERIE TGX 29.440 - MAN 2013 (SK1,,FILTR,1,"158,82",PC
FAC725,FILTRO AR COND FRONTIER 2.3 2017/,C-9,FILTR,6,"44,47",PC
FAC729,FILTRO AR COND FRONTIER 2.8 2005/,C-9,FILTR,2,"41,93",PC
FAC982,FILTRO AR COND I30 13/ ELANTRA 11/,C-15,FILTR,2,"38,55",PC
AKX1983,FILTRO AR COND SANTA FE 01/ SORENTO 06/,C-8,FILTR,2,"41,93",PC
AKX1984,FILTRO AR COND SORENTO 06/ HB20 20/,,FILTR,3,"34,30",PC
AKX2002,FILTRO AR COND VERA CRUZ,C-15,FILTR,1,"58,44",PC
AKX1100C,FILTRO AR CONDI JETTA 05/TIGUAN CARVAO ATIVADO,C-18,FILTR,2,"54,00",PC
FAC307,FILTRO AR CONDIC AMAROK 2010/ TUAREG 2007/,C-4,FILTR,3,"35,72",PC
FAC006,FILTRO AR CONDIC ASTRA 2.0 FLEX 03.../ZAFIRA 03...,C-5,FILTR,5,"46,75",PC
FAC001,FILTRO AR CONDIC ASTRA 99.../ VECTRA 2006/..FAC001,C-1,FILTR,5,"32,03",PC
FAC985,FILTRO AR CONDIC AZERA 2013/,C-16,FILTR,2,"38,11",PC
FAC974,FILTRO AR CONDIC AZERA 3.3 07/SONATA/SANTA FE/SORR,C-16,FILTR,1,"50,82",PC
150170,FILTRO AR CONDIC CAPTIVA,C-8,FILTR,1,"63,53",PC
ACP886,FILTRO AR CONDIC COROLLA FIELDER /2006,C-11,FILTR,1,"61,52",PC
ACP885,FILTRO AR CONDIC COROLLA FIELDER 2007/..,C-11,FILTR,2,"41,74",PC
FAC005,FILTRO AR CONDIC CORSA II/MONTANA FAC005,C-2,FILTR,5,"35,11",PC
FAC003,FILTRO AR CONDIC CORSA/CELTA/ASTRA/MONT.AGILE,C-1,FILTR,5,"25,96",PC
ACP200,FILTRO AR CONDIC FIESTA/COURIER 97/,C-17,FILTR,1,"40,53",PC
FAC202,FILTRO AR CONDIC FIESTA/ECOSPORT 2002/ FAC202,C-2,FILTR,4,"34,89",PC
FAC203,FILTRO AR CONDIC FOCUS /2008,C-4,FILTR,2,"52,55",PC
FAC206,FILTRO AR CONDIC FOCUS 09/13,C-18,FILTR,4,"36,84",PC
FAC213,FILTRO AR CONDIC FOCUS/FUSION 2013/,,FILTR,2,"42,00",PC
150120,FILTRO AR CONDIC FORD FUSION/ECOSPORT/FIESTA,C-9,FILTR,0,"34,30",PC
150102,FILTRO AR CONDIC GOL GIII 2000/..,C-14,FILTR,1,"38,85",PC
FAC303,FILTRO AR CONDIC GOL GV/FOX/POLO/VOYAGE ACP303,C-3,FILTR,15,"24,90",PC
ACA306,FILTRO AR CONDIC GOLF 99/... BORA 98/,C-9,FILTR,1,"27,20",PC
FAC300,FILTRO AR CONDIC GOLF GIII/IV/AUDI FAC300,C-4,FILTR,3,"26,86",PC
FAC887,FILTRO AR CONDIC HILUX SR/SRV/SW4 2005/... FAC887,C-10,FILTR,8,"30,89",PC
ACP707,FILTRO AR CONDIC HONDA FIT 2007/2008 FAC707,C-6,FILTR,2,"59,65",PC
FAC708,FILTRO AR CONDIC HONDA NEW CIVIC 2006/..,C-6,FILTR,2,"38,00",PC
ACP485,FILTRO AR CONDIC L200 TRITON/AIRTRECK,C-13,FILTR,4,"69,34",PC
ACP004,FILTRO AR CONDIC MERIVA 1.4/1.8/MONTANA 1.8 03...,C-2,FILTR,3,"39,18",PC
150897,FILTRO AR CONDIC MITSUBISHI PAJERO SPORT,C-9,FILTR,1,"44,72",PC
FAC205,FILTRO AR CONDIC NEW FIESTA/ECOSPORT 13/ KA 15/,C-8,FILTR,4,"51,95",PC
ACP709,FILTRO AR CONDIC NEW FIT/CITY 2009/.. HRV,C-13,FILTR,3,"44,14",PC
FAC103,FILTRO AR CONDIC PALIO 01/IDEA 2005/ FAC103,C-12,FILTR,17,"21,05",PC
150702,FILTRO AR CONDIC PALIO 98/,C-7,FILTR,1,"45,25",PC
FAC906,FILTRO AR CONDIC PALIO/UNO 2010/MOBI/ARGO/CRONOS/,C-10,FILTR,7,"25,61",PC
150609,FILTRO AR CONDIC PEUGEOT 206 207 99/..,C-5,FILTR,1,"41,44",PC
FAC903,FILTRO AR CONDIC PEUGEOT 307 CITROEN C3 C4 PALLAS,C-5,FILTR,1,"43,76",PC
FAC559,FILTRO AR CONDIC SANDERO 1.0 1.6 2014/,C-13,FILTR,3,"56,21",PC
FAC554,FILTRO AR CONDIC SANDERO/LOGAN/DUSTER 2010/,C-13,FILTR,2,"32,88",PC
FAC814,FILTRO AR CONDIC SANTA FE/ SONATA SORENTO HONDA CV,C-16,FILTR,1,"40,78",PC
150873,FILTRO AR CONDIC SENTRA 2007/...,C-15,FILTR,1,"31,84",PC
150477,FILTRO AR CONDIC STILO 02/SENTRA /2006 BRAVO,C-2,FILTR,0,"34,94",PC
FAC728,FILTRO AR CONDIC TIIDA LIVINA/TIIDA,C-15,FILTR,2,"62,89",PC
FAC972,FILTRO AR CONDIC TUCSON 06/HB20 12/ IX35 ELANTRA,C-16,FILTR,4,"69,43",PC
FAC002,FILTRO AR CONDIC VECTRA /05,C-1,FILTR,4,"34,28",PC
150105,FILTRO AR CONDIC XSARA PICASSO 2001/...,C-14,FILTR,1,"38,27",PC
ACP900,FILTRO AR CONDIC XSARA PICASSO 2001/2009,C-13,FILTR,0,"38,51",PC
150301,FILTRO AR CONDICIONADO VW UP 14> ACP367/,C-14,FILTR,3,"50,09",UN
ACP304,FILTRO AR CONDICIONADO GOL 97/ PEQUENO,C-5,FILTR,2,"33,89",PC
DS210213,FILTRO AR CONDICIONADO GOLF/AUDI A3 2012/2020,,FILTR,2,"45,88",PC
FAC979,FILTRO AR CONDICIONADO I30 09/13,C-15,FILTR,2,"35,00",PC
150238,FILTRO AR CONDICIONADO JETTA/PASSAT/AUDI A3,C-10,FILTR,0,"46,51",UN
AKX1985,FILTRO AR CONDICIONADO KIA CERATO 1.6 16V 2007/..,C-17,FILTR,1,"35,70",PC
150664,FILTRO AR CONDICIONADO MONDEO /01,C-15,FILTR,0,"35,57",PC
FAC312,FILTRO AR CONDICIONADO POLO/T-CROSS/ VIRTUS 2018/,C-11,FILTR,4,"65,65",PC
FAC904,FILTRO AR CONDICIONADO PUNTO/LINEA 2007/,C-6,FILTR,1,"27,93",PC
DS210201,FILTRO AR CONDICIONADO RANGER 2013/,,FILTR,2,"38,30",UN
150914,FILTRO AR CONDICIONADO RENAULT SYMBOL,C-17,FILTR,1,"55,90",PC
FAC843,FILTRO AR CONDICIONADO S-10 12/OUTLANDER/ASX,C-18,FILTR,2,"43,56",PC
FAC907,FILTRO AR CONDICIONADO TORO/RENEGADE/COMPASS,C-17,FILTR,5,"37,48",PC
150887,FILTRO AR CONDICIONDO PAJERO TR4,C-17,FILTR,2,"73,56",PC
FAC126,FILTRO AR CRUZE/COBALT/ONIX/PRISMA/SPIN FAC126,C-7,FILTR,4,"28,38",PC
150298,FILTRO CAB VW GOLF 2013> / AUDI A3 2013>,C-13,FILTR,0,"39,11",UN
DS210065,FILTRO CABINE SUZUKI GRAND VITARA/GM TRACKER (SK42,C-8,FILTR,1,"54,00",PC
5210,FRISO COMPASS CINZA GRANITE - MOD ORIG.,,FRISO,1,"265,54",CJ
626616,FRISO DO TETO ESQ. (ESTREITO),,FRISO,1,"136,47",PC
115719,FRISO HB20 PRATA FLASH,,FRISO,0,"288,75",PC
5356A,FRISO LAT GM ONIX PT,,FRISO,1,"50,57",JG
111515,FRISO LAT HB20 2020/....MODELO ORIGINAL (4PCS) S/F,,FRISO,1,"91,74",JG
111522,FRISO LAT SAVEIRO CROSS 14A...CABINE EST.-MOD ORIG,,FRISO,1,"320,30",JG
118013,FRISO LAT. CINZA CLARO GOL/VOY/PAR 93,,FRISO,1,"72,51",JG
118112,FRISO LAT. RENAULT LOGAN A/C PRETO MOD. ORIGINAL -,,FRISO,1,"104,42",JG
112239,FRISO LAT. VECTRA 96/99,,FRISO,1,"103,95",KT
341011,FRISO LATERAL CELTA 2002/ 4PTS,PRAT-6,FRISO,1,"50,10",PC
CT4016,FRISO LATERAL CELTA /PRISMA 2006/ 4PORTAS,PRAT-6,FRISO,2,"63,38",PC
341000,FRISO LATERAL CELTA 2000/ 2 PTA,PRAT-6,FRISO,2,"39,21",PC
3124A,FRISO LATERAL CELTA/PRISMA 2006... 2PTA LARGO,PRAT-6,FRISO,0,"62,44",PC
119057,FRISO LATERAL COBALT 2012 PERSANALIZADO,,FRISO,0,"96,56",PC
346401,FRISO LATERAL CORSA 96/ 4PTA,PRAT-6,FRISO,5,"70,53",PC
346300,FRISO LATERAL CORSA 2PORTA 98/,PRAT-6,FRISO,2,"93,96",PC
0336911,FRISO LATERAL CORSA CLASSIC 2011...4PTA,,FRISO,1,"48,28",PC
345900,FRISO LATERAL CORSA SEDAN 4 PTA 2002,,FRISO,0,"40,66",PC
4000,FRISO LATERAL CORSA WIND 2 PTA PORTAS,PRAT-6,FRISO,3,"27,95",PC
112214,FRISO LATERAL DA D-20 2PTA,,FRISO,0,"589,05",PC
328700,FRISO LATERAL ESCORT L/GL PRETO ANTIGO,K-2,FRISO,0,"41,93",PC
327800,FRISO LATERAL FIESTA 2000/... 4 PTAS,PRAT-5,FRISO,1,"38,65",PC
327811,FRISO LATERAL FIESTA 2005/... 4 PORTAS,PRAT 5,FRISO,0,"62,14",PC
0319912,FRISO LATERAL FIESTA 98/ CROMADO,,FRISO,0,"103,67",PC
0360000,FRISO LATERAL FIESTA AMAZON 04/ CROMADO,K-1,FRISO,0,"107,99",PC
CT6009,FRISO LATERAL FORD KA 2009/,,FRISO,0,"56,90",PC
111535,FRISO LATERAL FORD KA 2012 A... INJETADO (4PCS),,FRISO,1,"77,39",JG
0331019,FRISO LATERAL FORD KA 2012...,PRAT-5,FRISO,0,"83,31",PC
1026,FRISO LATERAL FOX 2PTA,PRAT-2,FRISO,0,"48,02",PC
1910,FRISO LATERAL FOX 4PT PRETO,PRAT-2,FRISO,0,"60,39",PC
346701,FRISO LATERAL GOL CLI 95/ PRETO,,FRISO,0,"39,44",PC
00053,FRISO LATERAL GOL G4 2 PORTAS 2003/2007,PRAT-2,FRISO,0,"95,47",PC
1014,FRISO LATERAL GOL GIII 99/ 2 PTAS,PRAT-1,FRISO,3,"46,20",PC
116045,FRISO LATERAL GOL GIII GIV GV 4 PTAS CROMADO,,FRISO,0,"193,84",JG
1015,FRISO LATERAL GOL GIII/CLI 4 PTAS,PRAT-1,FRISO,3,"34,38",PC
11217,FRISO LATERAL GOL GL LARGO 2 PTAS /93,,FRISO,0,"283,18",JG
1029,FRISO LATERAL GOL GV 4 PORTAS,PRAT-2,FRISO,0,"59,92",PC
0319915,FRISO LATERAL GOL GV PRETO COM APLIQUE CROMADO,PRAT-2,FRISO,0,"124,69",PC
1024,FRISO LATERAL GOL/PARATI G4 4PTS 2003/200,PRAT-2,FRISO,0,"98,10",PC
345000,FRISO LATERAL GOL/VOY/PARAT/SAV CL 93/ CINZA,PRAT-1,FRISO,1,"48,91",PC
0319330,FRISO LATERAL GOL/VOYAGE GV CROMADO,,FRISO,0,"104,44",PC
2012,FRISO LATERAL PALIO /99 4PTA PORT,PORT,FRISO,1,"78,06",PC
2351,FRISO LATERAL PALIO 07/08 4 PTA,,FRISO,2,"37,86",PC
2014,FRISO LATERAL PALIO 2001/2004 4 PTA PORT,PORT,FRISO,0,"52,12",PC
2013,FRISO LATERAL PALIO 2PTA 01/04 STRADA 2001/2004,PRAT-4,FRISO,1,"55,53",PC
118056,FRISO LATERAL PALIO 2PTA 05/07 MOD ORIGINAL,PRAT-3,FRISO,1,"64,66",PC
118057,FRISO LATERAL PALIO 2PTA 2008/... MOD.ORIGINAL,PRAT-4,FRISO,1,"54,29",PC
343201,FRISO LATERAL PALIO 4PT 2008/..,PRAT-3,FRISO,0,"61,68",PC
629716,FRISO LATERAL PALIO 4PT 2012...,PRAT-4,FRISO,0,"42,84",PC
2005,FRISO LATERAL PALIO 95/00 2 PORTAS,PRAT-3,FRISO,1,"41,93",PC
344300,FRISO LATERAL PALIO 96/99 2 PTAS,PRAT-4,FRISO,2,"34,94",PC
344430,FRISO LATERAL PALIO/SIENA 2004/ 4PT,PRAT-4,FRISO,0,"77,00",PC
2021,FRISO LATERAL PALIO/SIENA 2005/2007 4PT,PRAT-3,FRISO,2,"80,27",PC
1050,FRISO LATERAL PARATI ATE 2008 4 PTAS (PERSONALIZAD,PRAT-1,FRISO,0,"83,85",PC
314901,FRISO LATERAL PASSAT (PVC),PRAT-2,FRISO,1,"69,88",PC
DKP02164,FRISO LATERAL RANGER CABINA DUPLA,,FRISO,0,"76,23",PC
4038,FRISO LATERAL S-10 CAB.DUPLA 01/08,,FRISO,0,"81,31",PC
1031B,FRISO LATERAL SAVEIRO G5 2010,PRAT-1,FRISO,1,"49,55",PC
318100,FRISO LATERAL SAVEIRO GIII 99/,,FRISO,0,"38,12",PC
2022,FRISO LATERAL STRADA 2005/ MOD ORIGINAL CINZA,PRAT-4,FRISO,0,"78,17",PC
CT5018,FRISO LATERAL STRADA 2005/ MOD ORIGINAL PRETO,PRAT-3,FRISO,1,"74,77",JG
4078A,FRISO LATERAL STRADA 2014...CINZA,PRAT-4,FRISO,4,"67,96",PC
110434,FRISO LATERAL STRADA 2021/ 4PTA,,FRISO,1,"162,98",PC
344600,FRISO LATERAL STRADA 97/ (JOGO) PORT,PRAT-4,FRISO,2,"41,93",PC
0319911,FRISO LATERAL UNIVERSAL CROMADO 4 PTAS,,FRISO,0,"97,80",JG
112406,FRISO LATERAL UNO 2005 2PTA,PRAT-4,FRISO,2,"73,41",PC
112407,FRISO LATERAL UNO 2005 4PT PRETO,PRAT-4,FRISO,1,"63,93",PC
0347313,FRISO LATERAL UNO 2008/ WAY 4PTA,PRAT-3,FRISO,1,"58,76",JG
0347000,FRISO LATERAL UNO 4 PORTAS FINO,PRAT-3,FRISO,0,"46,20",PC
118033,FRISO LATERAL UNO 4PTA LARGO /94,PRAT-4,FRISO,1,"58,35",PC
215485257,FRISO LATERAL UNO 94 2 PTA,PORT,FRISO,0,"55,90",PC
346900,FRISO LATERAL UNO 95/2004 2PORTAS FINO,PRAT-4,FRISO,1,"82,21",PC
3470001,FRISO LATERAL UNO 95/2004 2PTA LARGO,K-4,FRISO,0,"44,44",PC
2010,FRISO LATERAL UNO ATE /94 LARGO 2 PTAS,PRAT-4,FRISO,1,"58,19",PC
CT5089,FRISO LATERAL UNO NOVO 2011/ PERSONALIZADO,PRAT-3,FRISO,1,"75,59",PC
678A,FRISO LATERAL UNO WAY 2 PTAS 2008/.. CINZA(FINO),PRAT-4,FRISO,0,"55,76",PC
347311,FRISO LATERAL UNO WAY 2008 2PTS,PRAT-3,FRISO,3,"104,09",PC
119022,FRISO PERSONALIZADO FIESTA /04 2PTA,,FRISO,0,"82,61",PC
118207,FRISOS LAT. SLIM KA BRANCO (ARTICO) 4 PCS,,FRISO,0,"229,26",JG
144100,DEFLETOR AR CAPO GOL PARAT SAVEIRO 95/.. BOLA,,GRADE,1,"38,13",JG
144130,DEFLETOR CAPO GOL/PARATI/SAVEIRO GIII MOD ORIGINAL,,GRADE,0,"117,27",PC
0528611,GRADE CENTRAL PARACHOQUE GOL GIII 04/,O3-5,GRADE,1,"27,95",PC
ZN3232014,GRADE CENTRAL PARACHOQUE GOL GV 09/,,GRADE,0,"76,23",PC
0475035,GRADE CENTRAL PARACHOQUE PALIO 04/,O3-5,GRADE,0,"35,98",PC
8174,GRADE CENTRAL PARACHOQUE PALIO 2010/,,GRADE,0,"31,40",PC
040015,GRADE CORSA/MONTANA 02/ PRETA,,GRADE,0,"68,43",PC
132100,GRADE DIANT CHEVETTE/MARAJO 87/,FP-9,GRADE,0,"48,91",PC
044048,GRADE DIANT CORSA II/MONTANA PRETO C/FRISO CROMADO,,GRADE,0,"127,56",PC
1403,GRADE DIANT D-20 93/ PRETA FERRO COMPLETA,SUPORTE DOS VIDROS,GRADE,1,"324,52",PC
048042,GRADE DIANT FIESTA 03/,,GRADE,0,"114,34",PC
KJ 650T,GRADE DIANT FIORINO 98/,FP-9,GRADE,1,"48,91",PC
1380,GRADE DIANT GOL BOLA 95/2005 SAVEIRO PARATI 96/99,,GRADE,1,"41,91",PC
138011,GRADE DIANT GOL BOLA 95/99 S/EMBLEMA,,GRADE,0,"107,99",PC
134010,GRADE DIANT GOL PARAT SAV 91/96 CINZA CLARO,,GRADE,0,"30,35",PC
191701,GRADE DIANT GOL PARAT SAV 91/96 CINZA ESCURO,,GRADE,0,"13,98",PC
137905,GRADE DIANT GOL/PARAT/SAV GIII 99/02 PRETA,EP-19,GRADE,0,"47,47",PC
132400,GRADE DIANT GOL/VOY/PAR 91/96 PRETA,FP-9,GRADE,1,"48,91",PC
0132410,GRADE DIANT GOL/VOYAGE/SAV SEM EMBLEMA,,GRADE,0,"96,19",PC
040270,GRADE DIANT KADET/IPANEMA 96/... - PRETO,,GRADE,0,"47,03",PC
VB12021,GRADE DIANT MERIVA 02/,,GRADE,0,"95,03",PC
VB12070,GRADE DIANT MERIVA 10/... (COMPLETA),,GRADE,2,"225,24",PC
131901,GRADE DIANT MONZA SLE 91/TUBARAO,EP-19,GRADE,0,"38,11",PC
040114,GRADE DIANT PALIO 2004/ PRETA,,GRADE,0,"59,04",PCV
B8138,GRADE DIANT PALIO 2004/ C/MOLDURA CROMADA,,GRADE,0,"111,30",PCD
8114,GRADE DIANT PALIO SIENA STRADA FIRE 2001/2004,,GRADE,0,"31,18",PC
130600,GRADE DIANT PASSAT 83 PRETA,FP-9,GRADE,1,"88,05",PC
041104,GRADE DIANT SANTANA 99/.. PRETO,,GRADE,0,"50,13",PC
134500,GRADE DIANT SANTANA/QUANTUM 85/90 GL/GLS,FP-09,GRADE,4,"62,89",PC
0148531,GRADE DIANT UNO 91/,,GRADE,0,"40,43",PC
B8108,GRADE DIANT UNO FIRE 2002/2004 S/EMBLEMA,O-5,GRADE,0,"36,43",PC
041116,GRADE DIANT UNO FIRE FLEX 05/... S/EMBLEMA,,GRADE,2,"62,37",PC
J654,GRADE DIANT UNO SMART 2002/2004 S/EMBLEMA,O-5,GRADE,1,"40,66",PC
040185,GRADE DIANT VECTRA 06/08 PRETO C/FRISO CROMADO,,GRADE,0,"186,60",PC
059247,GRADE DIANT VECTRA 97/99,,GRADE,0,"98,18",PC
131701,GRADE F-1000 C/ARO PRATA DEMO,DEMO,GRADE,0,"286,50",PC
41123,GRADE FERRO D-10 PRETA C/ARO FAROL,,GRADE,0,"271,89",PC
8261000,GRADE INJETADA D-10 CINZA,,GRADE,0,"54,12",PC
01148,GRADE INJETADA FORD RANGER 2005,FP-9,GRADE,2,"69,88",PC
040552,GRADE P/CHOQUE C/ MILHA PALIO WAY ECO. 14/...LD CZ,,GRADE,1,"17,32",PC
040553,GRADE P/CHOQUE C/ MILHA PALIO WAY ECO.14/...LE CZA,,GRADE,1,"17,32",PC
041175,GRADE P/CHOQUE FOX/SPACEFOX 2011/2012 LE C/ MILHA,,GRADE,1,"25,69",PC
040252,GRADE P/CHOQUE S/MILHA GOL GV - LD,,GRADE,2,"27,65",PC
040251,GRADE P/CHOQUE S/MILHA GOL GV - LE,,GRADE,1,"27,65",PC
040232,GRADE P/CHOQUE SIENA/PALIO 08/11 S/MOLD S/ARO C/MI,,GRADE,0,"171,18",PC
040223,GRADE UNO 09/... CINZA,,GRADE,1,"85,01",PC
140002,GRADE VENTILACAO MZA 83/96 PRETO LD,,GRADE,4,"99,47",PC
1445969,MOLDURA FAROL AUX TOYOTA HILUX SW4 12/15 5,,GRADE,0,"330,00",UN
760976,TELA DIFUSOR AR SUP DIR/ESQ GOL PARAT SAVE GIII,,GRADE,2,"23,10",PC
94148,ASSENTO VARETA CAPO LINHA FIAT/PALIO STRADA,M1-32,GRAMP,10,"8,82",PC
2884,BOTAO FIX.FORRACAO MOTOR F1000/ESCORT (GRAF,,GRAMP,20,"4,80",UN
95400,BUCHA DA FECHADURA DA PORTA - BRANCA (MAIOR) 30PC,,GRAMP,87,"5,09",KT
94612,BUCHA DAS MOLDURAS EXTERNAS AMARELA LINHA FIAT 30P,,GRAMP,16,"5,70",KT
94614,BUCHA DAS MOLDURAS EXTERNAS VERDE LINHA FIAT 30PC,,GRAMP,265,"2,70",KT
230371,BUCHA DE FIXACAO GRADE DO UNO,,GRAMP,0,"3,47",KT
6023803,BUCHA DESCANCA BRACO (UNO MENOR),J-18,GRAMP,9,"1,49",PC
0530010,BUCHA DESCANCA BRACO GOL PARAT SAV,J-15,GRAMP,35,"1,38",PC
230228,BUCHA DESCANCA BRACO GOL VOY PARAT SAVEIRO,,GRAMP,7,"2,82",PC
6023804,BUCHA DESCANCA BRACO UNO (MAIOR),J-18,GRAMP,32,"3,21",PC
94766,BUCHA DO FORRO DA PORTA SANTANA KOMBI 50PC,,GRAMP,72,"2,65",KT
94610,BUCHA DO FORRO DA PORTA VERMELHA LINHA FIAT 100PC,,GRAMP,58,"0,70",KT
94240,BUCHA DO PAINEL DE INSTRUMENTOS ETIOS COROLLA C-RV,,GRAMP,50,"5,64",KT
236248,BUCHA DO PARALAMA PEUGEOT/RENAULT,,GRAMP,10,"2,38",KT
94102,BUCHA EXPANSAO DO DESCANSA BRACO VERMELHO PARATI G,,GRAMP,80,"3,04",KT
232072,BUCHA FAROL CORSA TDS,M2-21,GRAMP,16,"4,48",PC
94736,BUCHA FECHADURA INT DAS PORTAS GOL PARATI SAVEIRO,,GRAMP,365,"2,88",KT
94737,BUCHA FECHADURA INT DAS PORTAS SAVEIRO VOYAGE GOL,,GRAMP,19,"3,26",KT
94738,BUCHA FECHADURA INT DAS PORTAS SAVEIRO VOYAGE GOL,,GRAMP,138,"2,88",KT
94211,BUCHA FIX DA MOLD EXT/INT FIAT JEEP PEUGEOT RENAUL,,GRAMP,45,"3,59",KT
94167,BUCHA FIX GUARNIC P/CHOQ NYLON FIAT VW PEUGEOT CIT,,GRAMP,150,"2,05",KT
